ID_Cliente;Nome;Sobrenome;Categoria;Endereco;Cidade (Estado) - CEP;Email;Idade;CPF
7527;Bruna;Pinto;Platina;Rua Josephina P. Guimarães 1660;Colombo (Paraná) - 83413-310;BrunaFerreiraPinto@einrot.com;84;905.446.127-60
7528;Bruna;Pinto;Platina;Rua Santa Lívia 477;Natal (Rio Grande do Norte) - 59115-677;BrunaDiasPinto@cuvox.de;84;450.551.823-00
7529;Bruna;Pinto;Platina;Rua Marília de Dirceu 45;Santa Luzia (Minas Gerais) - 33020-060;BrunaAlmeidaPinto@fleckens.hu;75;199.681.800-76
7530;Bruno;Pinto;Platina;Rua Antônio da Silva 1885;Colombo (Paraná) - 83413-440;BrunoBarrosPinto@jourrapide.com;75;765.936.616-51
7531;Bruno;Pinto;Platina;Quadra QN 527 Bloco C 595;Samambaia (Distrito Federal) - 72317-563;BrunoSilvaPinto@einrot.com;46;399.441.156-49
7532;Bruno;Pinto;Platina;Rua Antônio Prudente da Silva 1351;Mogi das Cruzes (São Paulo) - 08850-130;BrunoSilvaPinto@einrot.com;67;526.880.133-35
7533;Caio;Pinto;Platina;Rua Caraíba 1935;Feira de Santana (Bahia) - 44022-790;CaioCorreiaPinto@dayrep.com;29;857.651.275-09
7534;Camila;Pinto;Platina;Rua C 1005;Umuarama (Paraná) - 87501-700;CamilaCorreiaPinto@teleworm.us;77;380.687.851-08
7535;Camila;Pinto;Platina;Rua Fonte Luminosa 169;Cotia (São Paulo) - 06720-419;CamilaCorreiaPinto@teleworm.us;27;564.309.105-47
7536;Camila;Pinto;Platina;Rua José Maria de Souza 1638;Palhoça (Santa Catarina) - 88135-660;CamilaDiasPinto@fleckens.hu;31;553.402.351-14
7537;Carla;Pinto;Platina;Rua Vila Velha 689;Cariacica (Espírito Santo) - 29149-460;CarlaRibeiroPinto@teleworm.us;77;908.755.896-18
7538;Carla;Pinto;Platina;Rua Afonso Dias 1590;Canoas (Rio Grande do Sul) - 92020-010;CarlaGomesPinto@einrot.com;63;585.348.184-36
7539;Carla;Pinto;Platina;Beco C 1233;Igarassu (Pernambuco) - 53610-208;CarlaLimaPinto@rhyta.com;42;481.723.662-05
7540;Carla;Pinto;Platina;Avenida Centro Comercial 745;São Luís (Maranhão) - 65052-790;CarlaCarvalhoPinto@rhyta.com;43;725.452.291-99
7541;Carla;Pinto;Platina;Rua Coronel Fernando Furtado 168;Recife (Pernambuco) - 50731-110;CarlaBarbosaPinto@armyspy.com;52;509.257.686-34
7542;Carlos;Pinto;Platina;Rua das Azaléias 1521;Atibaia (São Paulo) - 12948-520;CarlosFernandesPinto@rhyta.com;60;586.284.860-62
7543;Carlos;Pinto;Platina;Rua Júlio Gonçalves da Silva Júnior 1473;Bragança Paulista (São Paulo) - 12926-111;CarlosFerreiraPinto@jourrapide.com;67;201.968.048-33
7544;Carolina;Pinto;Platina;Rua Paulo Uebel 1598;São Leopoldo (Rio Grande do Sul) - 93046-480;CarolinaCavalcantiPinto@dayrep.com;67;363.113.173-97
7545;Carolina;Pinto;Platina;Avenida Hélio Reali 1916;Tatuí (São Paulo) - 18279-625;CarolinaBarbosaPinto@einrot.com;85;793.568.671-86
7546;Carolina;Pinto;Platina;Rua Itambé 799;Coronel Fabriciano (Minas Gerais) - 35170-154;CarolinaFernandesPinto@gustr.com;28;493.443.734-77
7547;Carolina;Pinto;Platina;Rua Dezessete 1350;Porto Alegre (Rio Grande do Sul) - 91550-080;CarolinaAzevedoPinto@jourrapide.com;79;323.106.394-94
7548;Cauã;Pinto;Platina;Rua Brasil Caiado 1108;Anápolis (Goiás) - 75120-430;CauaGoncalvesPinto@jourrapide.com;66;535.932.464-30
7549;Cauã;Pinto;Platina;Rua Jornalista Rômulo Campos D'Arage 520;Pindamonhangaba (São Paulo) - 12422-410;CauaDiasPinto@superrito.com;20;926.358.537-70
7550;Cauã;Pinto;Platina;Rua da Chita 1992;Rio de Janeiro (Rio de Janeiro) - 21862-170;CauaAlmeidaPinto@superrito.com;49;885.023.459-74
7551;Clara;Pinto;Platina;Rua Vinte e Um de Novembro 129;Natal (Rio Grande do Norte) - 59074-525;ClaraAlmeidaPinto@teleworm.us;70;811.940.841-17
7552;Clara;Pinto;Platina;Rua Maria Romeiro 1608;Marília (São Paulo) - 17524-110;ClaraSousaPinto@armyspy.com;77;134.700.895-07
7553;Clara;Pinto;Platina;Rua Sérgio Brito 324;Salvador (Bahia) - 41615-260;ClaraMartinsPinto@einrot.com;62;993.745.801-36
7554;Daniel;Pinto;Platina;Rua Aporá 377;São Paulo (São Paulo) - 01543-030;DanielCardosoPinto@gustr.com;53;767.861.339-32
7555;Daniel;Pinto;Platina;Avenida Carlos Lacerda 1261;Campinas (São Paulo) - 13060-498;DanielOliveiraPinto@armyspy.com;31;780.319.382-02
7556;Daniel;Pinto;Platina;Conjunto 05 HI Rua 03 573;Novo Gama (Goiás) - 72860-303;DanielFerreiraPinto@fleckens.hu;45;777.315.301-91
7557;Daniel;Pinto;Platina;Rua Armando Alcântara 957;Suzano (São Paulo) - 08673-210;DanielGomesPinto@gustr.com;30;123.673.334-75
7558;Danilo;Pinto;Platina;Rua João André 864;Fortaleza (Ceará) - 60832-780;DaniloRochaPinto@jourrapide.com;72;371.961.683-56
7559;Danilo;Pinto;Platina;Rua Antônio Rosa 1436;Rio de Janeiro (Rio de Janeiro) - 20930-200;DaniloCastroPinto@einrot.com;73;426.752.634-60
7560;Danilo;Pinto;Platina;Travessa Rui Figueiredo Oliveira 556;Teófilo Otoni (Minas Gerais) - 39800-260;DaniloSilvaPinto@dayrep.com;73;992.631.221-72
7561;Danilo;Pinto;Platina;Rua Aracaju 1024;Paulo Afonso (Bahia) - 48609-510;DaniloAlmeidaPinto@rhyta.com;38;999.169.632-66
7562;Davi;Pinto;Platina;Rua Júlio César Lima Moreira 1429;Vila Velha (Espírito Santo) - 29115-300;DaviSousaPinto@jourrapide.com;64;457.378.196-04
7563;Diego;Pinto;Platina;Rua Orlando Pitanga 1599;Belo Horizonte (Minas Gerais) - 30550-620;DiegoBarbosaPinto@fleckens.hu;84;174.633.826-13
7564;Diego;Pinto;Platina;Rua Pedro Rodrigues Machado 1611;Itapetininga (São Paulo) - 18214-610;DiegoGoncalvesPinto@cuvox.de;74;147.597.042-05
7565;Diego;Pinto;Platina;Rua Felício Pedroso 1824;Santo André (São Paulo) - 09051-330;DiegoFerreiraPinto@jourrapide.com;42;230.375.789-47
7566;Diego;Pinto;Platina;Rua Carlos Gomes 1872;Sorocaba (São Paulo) - 18010-110;DiegoAlvesPinto@teleworm.us;52;679.859.950-80
7567;Diego;Pinto;Platina;Rua Geraldo Janones 1226;Uberlândia (Minas Gerais) - 38408-620;DiegoDiasPinto@rhyta.com;44;421.707.383-63
7568;Diego;Pinto;Platina;Praça Desembargador Antônio Joaquim de Oliveira 1586;São Paulo (São Paulo) - 04842-140;DiegoLimaPinto@gustr.com;26;170.396.320-20
7569;Diego;Pinto;Platina;Quadra QR 405 Conjunto 04 1755;Samambaia (Distrito Federal) - 72319-204;DiegoMeloPinto@armyspy.com;29;896.164.581-16
7570;Diego;Pinto;Platina;Rua Frei Martinho 1882;Patos (Paraíba) - 58700-100;DiegoCavalcantiPinto@teleworm.us;78;375.579.344-07
7571;Diego;Pinto;Platina;Quadra Trinta 27;Belém (Pará) - 66640-235;DiegoCorreiaPinto@fleckens.hu;74;546.615.332-08
7572;Diogo;Pinto;Platina;Rua Mora 32;Rio de Janeiro (Rio de Janeiro) - 23052-510;DiogoGoncalvesPinto@einrot.com;59;291.219.026-66
7573;Diogo;Pinto;Platina;Rua Paulino Pinheiro da Rosa 1533;Teresópolis (Rio de Janeiro) - 25995-250;DiogoRibeiroPinto@gustr.com;20;814.107.489-01
7574;Diogo;Pinto;Platina;Praça Miguel Couto 925;Aparecida de Goiânia (Goiás) - 74912-580;DiogoFerreiraPinto@einrot.com;33;617.537.050-37
7575;Diogo;Pinto;Platina;Rua General Polidoro 224;Rio de Janeiro (Rio de Janeiro) - 22280-004;DiogoCostaPinto@fleckens.hu;83;500.853.197-24
7576;Douglas;Pinto;Platina;Rua Anêmona 1061;Betim (Minas Gerais) - 32654-510;DouglasSousaPinto@superrito.com;42;744.448.695-69
7577;Douglas;Pinto;Platina;Via Pedro Botega 86;Tubarão (Santa Catarina) - 88702-575;DouglasPereiraPinto@dayrep.com;60;431.289.256-31
7578;Eduarda;Pinto;Platina;Rua Floriano Prezzi 1237;Caxias do Sul (Rio Grande do Sul) - 95034-170;EduardaMeloPinto@teleworm.us;23;573.604.383-14
7579;Eduarda;Pinto;Platina;Rua E 335;Ji-Paraná (Rondônia) - 78963-070;EduardaCarvalhoPinto@cuvox.de;23;934.629.512-03
7580;Eduarda;Pinto;Platina;Rua V-1 342;Sorocaba (São Paulo) - 18078-392;EduardaPereiraPinto@fleckens.hu;34;437.954.001-47
7581;Eduarda;Pinto;Platina;Rua Doutor Silvério 1226;Fortaleza (Ceará) - 60841-060;EduardaCunhaPinto@armyspy.com;80;907.756.387-30
7582;Eduarda;Pinto;Platina;Rua Marquês de Leão 972;Rio de Janeiro (Rio de Janeiro) - 20780-140;EduardaDiasPinto@gustr.com;34;945.388.880-01
7583;Eduarda;Pinto;Platina;Rua Paranavaí 1233;São Paulo (São Paulo) - 05116-060;EduardaGomesPinto@teleworm.us;58;243.922.556-89
7584;Eduardo;Pinto;Platina;Rua 116 1371;Manaus (Amazonas) - 69096-470;EduardoRibeiroPinto@superrito.com;34;310.235.462-99
7585;Eduardo;Pinto;Platina;Rua Estrelizia 600;São Paulo (São Paulo) - 08485-050;EduardoSouzaPinto@einrot.com;21;319.189.508-65
7586;Emily;Pinto;Platina;Rua Mário Paim 1655;Salvador (Bahia) - 41110-120;EmilyRochaPinto@dayrep.com;32;638.886.601-81
7587;Emily;Pinto;Platina;Rua São José 61;Maracanaú (Ceará) - 61934-070;EmilyRibeiroPinto@gustr.com;73;248.593.322-70
7588;Erick;Pinto;Platina;Avenida Seis 1507;Santa Luzia (Minas Gerais) - 33045-470;ErickRibeiroPinto@armyspy.com;42;622.552.607-27
7589;Estevan;Pinto;Platina;Rua Santa Veridiana 1598;Guarulhos (São Paulo) - 07241-190;EstevanDiasPinto@fleckens.hu;70;714.766.994-02
7590;Estevan;Pinto;Platina;Rua Professor Doutor Eduardo Ge Badaró 1432;Pindamonhangaba (São Paulo) - 12422-420;EstevanCastroPinto@rhyta.com;20;877.391.013-97
7591;Fábio;Pinto;Platina;Travessa Gonçalves Dias 1455;Esteio (Rio Grande do Sul) - 93260-580;FabioCorreiaPinto@fleckens.hu;50;477.194.012-63
7592;Fábio;Pinto;Platina;Rua Doutor Waldir de Souza Medeiros 852;Duque de Caxias (Rio de Janeiro) - 25085-595;FabioPereiraPinto@armyspy.com;29;225.928.177-00
7593;Fábio;Pinto;Platina;Chácara Santo Antônio 1910;Salvador (Bahia) - 41181-030;FabioAraujoPinto@armyspy.com;52;355.841.045-90
7594;Fábio;Pinto;Platina;Travessa Santa Helena 1190;Pará de Minas (Minas Gerais) - 35661-229;FabioRodriguesPinto@teleworm.us;85;444.223.333-05
7595;Fábio;Pinto;Platina;Rua Professor Campos de Oliveira 854;São Paulo (São Paulo) - 04675-100;FabioLimaPinto@cuvox.de;84;995.796.519-06
7596;Fábio;Pinto;Platina;Rua D 1110;Rio Branco (Acre) - 69906-230;FabioCardosoPinto@teleworm.us;69;747.411.406-28
7597;Fábio;Pinto;Platina;Rua Antônio Vieira de Carvalho 1711;São Paulo (São Paulo) - 02277-000;FabioBarrosPinto@gustr.com;54;661.861.801-07
7598;Felipe;Pinto;Platina;Rua Doutor Augusto Gonzaga 1454;São Paulo (São Paulo) - 04475-550;FelipeSousaPinto@teleworm.us;45;729.284.905-90
7599;Felipe;Pinto;Platina;Rua Mariana 1923;Jandira (São Paulo) - 06608-320;FelipeRodriguesPinto@cuvox.de;77;764.129.621-15
7600;Felipe;Pinto;Platina;Rua da Várzea 39;Abreu e Lima (Pernambuco) - 53560-430;FelipeAraujoPinto@armyspy.com;41;190.142.128-79
7601;Felipe;Pinto;Platina;Rua Deputado Cunha Bueno 555;Passo Fundo (Rio Grande do Sul) - 99050-503;FelipeCostaPinto@armyspy.com;46;923.427.472-50
7602;Felipe;Pinto;Platina;Praça Francisco Martins Pompeo 1759;Guarulhos (São Paulo) - 07191-320;FelipeMartinsPinto@gustr.com;25;574.014.784-04
7603;Fernanda;Pinto;Platina;Rua José Zappi 527;São Paulo (São Paulo) - 03128-141;FernandaPereiraPinto@rhyta.com;73;519.428.190-05
7604;Fernanda;Pinto;Platina;Rua Tomé de Souza 658;Umuarama (Paraná) - 87503-300;FernandaMeloPinto@dayrep.com;69;921.813.723-90
7605;Fernanda;Pinto;Platina;Rua Parsondas de Carvalho 184;Imperatriz (Maranhão) - 65905-100;FernandaAzevedoPinto@rhyta.com;28;233.578.748-90
7606;Fernanda;Pinto;Platina;Rua Jaçanã 28;Londrina (Paraná) - 86027-070;FernandaLimaPinto@dayrep.com;41;806.238.502-73
7607;Fernanda;Pinto;Platina;Rua da Esperança 66;Petrolina (Pernambuco) - 56306-340;FernandaAlmeidaPinto@cuvox.de;31;417.517.613-63
7608;Gabriel;Pinto;Platina;Rua Doutor Galdino de Magalhães Ribeiro 319;Salvador (Bahia) - 40230-108;GabrielGoncalvesPinto@einrot.com;72;169.194.684-25
7609;Gabriela;Pinto;Platina;Travessa Quatorze de Julho 358;Cruzeiro (São Paulo) - 12730-060;GabrielaAlmeidaPinto@fleckens.hu;23;415.683.242-27
7610;Gabriela;Pinto;Platina;Rua do Buritizeiro 476;Boa Vista (Roraima) - 69307-490;GabrielaCorreiaPinto@cuvox.de;69;292.360.304-40
7611;Gabriela;Pinto;Platina;Rua Matiri 390;Belford Roxo (Rio de Janeiro) - 26176-100;GabrielaGoncalvesPinto@teleworm.us;31;226.514.938-13
7612;Gabriela;Pinto;Platina;Rua Apaporé 1046;Campo Grande (Mato Grosso do Sul) - 79032-161;GabrielaDiasPinto@teleworm.us;79;332.049.425-20
7613;Gabriela;Pinto;Platina;Passagem Flamengo 463;Belém (Pará) - 66821-305;GabrielaPereiraPinto@rhyta.com;54;459.434.329-57
7614;Gabrielle;Pinto;Platina;Rua Colorado 1721;Campo Mourão (Paraná) - 87310-640;GabrielleGoncalvesPinto@rhyta.com;80;496.952.363-08
7615;Gabrielle;Pinto;Platina;Praça Amália Vanzela Toniello 884;Sertãozinho (São Paulo) - 14171-029;GabrielleRodriguesPinto@teleworm.us;55;447.270.267-32
7616;Gabrielly;Pinto;Platina;Quadra Seis 980;Marabá (Pará) - 68506-590;GabriellyCorreiaPinto@einrot.com;40;783.120.587-02
7617;Giovana;Pinto;Platina;Rua Francisco Maximiano-A 24;Caruaru (Pernambuco) - 55022-555;GiovanaFerreiraPinto@gustr.com;73;808.428.337-57
7618;Giovanna;Pinto;Platina;Rua Frei José dos Inocentes 542;Manaus (Amazonas) - 69005-330;GiovannaPereiraPinto@gustr.com;27;225.461.751-65
7619;Giovanna;Pinto;Platina;Rua José Alves de Araújo 640;Igarassu (Pernambuco) - 53630-360;GiovannaFernandesPinto@armyspy.com;53;682.162.074-17
7620;Giovanna;Pinto;Platina;Rua Eredes Serpa 970;Itajaí (Santa Catarina) - 88310-631;GiovannaPereiraPinto@dayrep.com;54;749.689.516-47
7621;Giovanna;Pinto;Platina;Rua Bahia 1193;Salvador (Bahia) - 41500-691;GiovannaSouzaPinto@gustr.com;52;354.154.070-22
7622;Guilherme;Pinto;Platina;Rua Marechal Cândido Mariano da Silva Rondon 1353;São Vicente (São Paulo) - 11330-800;GuilhermeCostaPinto@dayrep.com;29;713.792.042-08
7623;Guilherme;Pinto;Platina;Rua Dez 1625;Contagem (Minas Gerais) - 32046-290;GuilhermeFernandesPinto@einrot.com;81;190.959.246-37
7624;Gustavo;Pinto;Platina;Travessa São Bráz 1765;Alagoinhas (Bahia) - 48060-420;GustavoCunhaPinto@dayrep.com;33;412.485.211-88
7625;Igor;Pinto;Platina;Praça José Carlos Pereira 1437;Taubaté (São Paulo) - 12050-542;IgorAzevedoPinto@einrot.com;71;702.374.194-16
7626;Igor;Pinto;Platina;Praça Antônio Spanholeto 1251;Valinhos (São Paulo) - 13277-469;IgorCostaPinto@cuvox.de;22;175.937.192-00
7627;Igor;Pinto;Platina;Rua José Longo 693;Jandira (São Paulo) - 06608-340;IgorCunhaPinto@fleckens.hu;39;332.629.413-10
7628;Igor;Pinto;Platina;Rua Rosa Augusta Pieruci Biazzin 554;Votorantim (São Paulo) - 18113-580;IgorBarrosPinto@dayrep.com;44;811.509.305-00
7629;Isabela;Pinto;Platina;Rua Antônio Spaziani 191;São Carlos (São Paulo) - 13567-330;IsabelaCostaPinto@fleckens.hu;79;382.074.545-98
7630;Isabela;Pinto;Platina;Praça Hélio Machado 140;Salvador (Bahia) - 40444-190;IsabelaMeloPinto@superrito.com;74;326.451.216-59
7631;Isabela;Pinto;Platina;5ª Travessa do Guarani 1079;Camaragibe (Pernambuco) - 54762-025;IsabelaBarbosaPinto@armyspy.com;32;459.947.392-86
7632;Isabela;Pinto;Platina;Rua Doutor Paulo Tinoco Cabral 1956;Ribeirão Preto (São Paulo) - 14020-270;IsabelaSilvaPinto@superrito.com;66;115.484.404-85
7633;Isabela;Pinto;Platina;Rua Diniz Júnior 1388;Florianópolis (Santa Catarina) - 88015-290;IsabelaSousaPinto@teleworm.us;50;813.628.839-99
7634;Isabella;Pinto;Platina;Avenida Brasil 1873;Caucaia (Ceará) - 61642-170;IsabellaCarvalhoPinto@rhyta.com;53;313.042.082-73
7635;Isabella;Pinto;Platina;Rua Rosana Poppi Norberto 190;Franca (São Paulo) - 14407-333;IsabellaFernandesPinto@gustr.com;84;913.665.626-74
7636;Isabella;Pinto;Platina;Rua das Américas 1801;Feira de Santana (Bahia) - 44070-480;IsabellaCavalcantiPinto@jourrapide.com;46;596.246.206-87
7637;Isabelle;Pinto;Platina;Rua Gracyra Resse de Gouveia 1697;Betim (Minas Gerais) - 32680-610;IsabelleCarvalhoPinto@jourrapide.com;62;228.153.850-82
7638;Isabelle;Pinto;Platina;Rua 31 1003;Araguaína (Tocantins) - 77815-500;IsabelleGomesPinto@rhyta.com;54;222.934.847-77
7639;Joao;Pinto;Platina;Avenida do Oratório 897;São Paulo (São Paulo) - 03220-200;JoaoAlvesPinto@einrot.com;83;275.135.327-45
7640;Joao;Pinto;Platina;Travessa Casa Grande 1835;São Paulo (São Paulo) - 04408-010;JoaoAlmeidaPinto@dayrep.com;65;783.030.024-06
7641;João;Pinto;Platina;Rua Doze de Outubro 386;Recife (Pernambuco) - 52050-320;JoaoMartinsPinto@dayrep.com;78;728.226.977-79
7642;João;Pinto;Platina;Rua Janamba 843;Fortaleza (Ceará) - 60762-561;JoaoDiasPinto@dayrep.com;38;442.049.696-74
7643;José;Pinto;Platina;Rua dos Xavantes 218;Passos (Minas Gerais) - 37901-514;JoseCarvalhoPinto@fleckens.hu;78;702.318.036-21
7644;Júlia;Pinto;Platina;Travessa Terceira 186;Rio de Janeiro (Rio de Janeiro) - 23530-079;JuliaCostaPinto@dayrep.com;34;568.947.565-38
7645;Julian;Pinto;Platina;Rua José Alves de Souza 931;Salvador (Bahia) - 40353-200;JulianRibeiroPinto@fleckens.hu;29;171.052.135-07
7646;Julian;Pinto;Platina;Rua Guaratuba 367;Salto (São Paulo) - 13327-123;JulianAlvesPinto@rhyta.com;82;769.814.192-62
7647;Julian;Pinto;Platina;Rua Guilherme Meyer 149;Vitória (Espírito Santo) - 29025-692;JulianGoncalvesPinto@fleckens.hu;19;911.699.701-84
7648;Julian;Pinto;Platina;Praça Alma Mater 357;São Paulo (São Paulo) - 04826-040;JulianAlvesPinto@cuvox.de;84;187.803.111-21
7649;Julian;Pinto;Platina;Rua 610 1410;Goiânia (Goiás) - 74440-560;JulianFernandesPinto@dayrep.com;33;548.415.499-51
7650;Julieta;Pinto;Platina;Rua Estados Unidos 1373;Nova Iguaçu (Rio de Janeiro) - 26215-290;JulietaFerreiraPinto@teleworm.us;52;967.600.284-49
7651;Julieta;Pinto;Platina;Rua Pastor Horácio Francisco Valentim 1524;Cubatão (São Paulo) - 11523-080;JulietaAzevedoPinto@jourrapide.com;53;154.328.802-29
7652;Julieta;Pinto;Platina;Rua Luige Toffoli 428;Uberlândia (Minas Gerais) - 38408-504;JulietaAlmeidaPinto@rhyta.com;36;939.366.919-83
7653;Júlio;Pinto;Platina;Rua Silvandira 623;Itaquaquecetuba (São Paulo) - 08593-120;JulioCardosoPinto@cuvox.de;85;223.325.526-77
7654;Kai;Pinto;Platina;Rua Manoel Francisco Valentim 1469;Cabo Frio (Rio de Janeiro) - 28906-220;KaiCunhaPinto@rhyta.com;25;839.759.622-40
7655;Kaua;Pinto;Platina;Rua NE 18 1630;Fortaleza (Ceará) - 60543-535;KauaCavalcantiPinto@einrot.com;23;740.771.821-07
7656;Kaua;Pinto;Platina;Avenida Professora Maria do Carmo Guimarães Pellegrini 499;Jundiaí (São Paulo) - 13209-500;KauaRibeiroPinto@armyspy.com;65;810.773.720-27
7657;Kaua;Pinto;Platina;Rua Edgard Ajax dos Reis 94;Birigüi (São Paulo) - 16204-152;KauaSousaPinto@jourrapide.com;57;320.541.009-27
7658;Kauã;Pinto;Platina;Rua Canário-do-Reino 1699;São Paulo (São Paulo) - 02651-030;KauaCostaPinto@superrito.com;82;947.997.424-00
7659;Kauã;Pinto;Platina;Rua José Carneiro Miranda 1589;Belo Horizonte (Minas Gerais) - 31370-530;KauaMeloPinto@fleckens.hu;33;999.066.833-76
7660;Kauã;Pinto;Platina;Rua Renê C'Alvetti 298;Jaboticabal (São Paulo) - 14876-190;KauaLimaPinto@jourrapide.com;33;551.655.475-66
7661;Kauan;Pinto;Platina;Rua José Antônio Saraiva 970;Campo Grande (Mato Grosso do Sul) - 79073-248;KauanFernandesPinto@fleckens.hu;68;825.844.335-67
7662;Kauê;Pinto;Platina;Avenida Prefeito Joaquim A. Guimarães 1790;Bebedouro (São Paulo) - 14708-150;KaueLimaPinto@teleworm.us;73;153.783.085-69
7663;Lara;Pinto;Platina;Beco do Salgueiro 1256;Rio de Janeiro (Rio de Janeiro) - 20240-160;LaraGoncalvesPinto@superrito.com;30;933.075.724-31
7664;Lara;Pinto;Platina;Rua Palma 1386;Santa Luzia (Minas Gerais) - 33141-138;LaraAzevedoPinto@gustr.com;64;833.956.214-21
7665;Larissa;Pinto;Platina;Avenida Bom Jesus de Braga 788;Vila Velha (Espírito Santo) - 29125-510;LarissaOliveiraPinto@teleworm.us;76;225.546.491-89
7666;Larissa;Pinto;Platina;Travessa Leste 1669;Vila Velha (Espírito Santo) - 29114-772;LarissaSilvaPinto@fleckens.hu;70;359.499.095-85
7667;Larissa;Pinto;Platina;Avenida Emílio Arroyo Hernandes 1098;Votuporanga (São Paulo) - 15503-027;LarissaCardosoPinto@fleckens.hu;46;609.770.085-76
7668;Laura;Pinto;Platina;Rua Joinville 505;Paulista (Pernambuco) - 53411-420;LauraRodriguesPinto@superrito.com;37;300.887.389-81
7669;Laura;Pinto;Platina;Rua Marquês de Recife 429;Jandira (São Paulo) - 06626-160;LauraGomesPinto@superrito.com;41;295.721.400-86
7670;Laura;Pinto;Platina;Vila São Francisco 951;Natal (Rio Grande do Norte) - 59075-256;LauraRochaPinto@cuvox.de;52;913.295.012-84
7671;Lavinia;Pinto;Platina;Rua 107 648;Valparaíso de Goiás (Goiás) - 72872-403;LaviniaGoncalvesPinto@rhyta.com;70;897.858.734-80
7672;Lavinia;Pinto;Platina;Rua Dona Aisa 688;Japeri (Rio de Janeiro) - 26480-060;LaviniaSousaPinto@teleworm.us;30;754.709.508-91
7673;Lavinia;Pinto;Platina;Vila Bom Sossego 537;Belém (Pará) - 66070-005;LaviniaSousaPinto@rhyta.com;73;951.336.943-93
7674;Leila;Pinto;Platina;Avenida Marechal Floriano 785;Bagé (Rio Grande do Sul) - 96408-750;LeilaFerreiraPinto@rhyta.com;76;862.515.987-78
7675;Leila;Pinto;Platina;Rua Verbena 1774;Salto (São Paulo) - 13321-546;LeilaRibeiroPinto@jourrapide.com;48;684.668.732-79
7676;Leonardo;Pinto;Platina;Rua José Bonifácio 174;Tatuí (São Paulo) - 18270-200;LeonardoMeloPinto@teleworm.us;40;570.942.821-33
7677;Leonor;Pinto;Platina;Rua 21 182;Manaus (Amazonas) - 69083-640;LeonorCorreiaPinto@cuvox.de;39;457.713.705-41
7678;Leonor;Pinto;Platina;Rua Cícero Siqueira 815;Governador Valadares (Minas Gerais) - 35040-110;LeonorSouzaPinto@einrot.com;32;108.736.756-57
7679;Leonor;Pinto;Platina;Rua Lucíla Carvalho Crepaldi 1664;Campinas (São Paulo) - 13098-874;LeonorAzevedoPinto@jourrapide.com;50;452.863.291-87
7680;Leonor;Pinto;Platina;Rua José Riolando Theodoro 66;Piracicaba (São Paulo) - 13420-700;LeonorMeloPinto@einrot.com;69;140.622.823-05
7681;Letícia;Pinto;Platina;Estrada Cândido Honorato Oliveira 1225;Petrópolis (Rio de Janeiro) - 25725-070;LeticiaAlvesPinto@einrot.com;39;276.726.393-82
7682;Letícia;Pinto;Platina;Rua Votorantim 1397;São Caetano do Sul (São Paulo) - 09550-300;LeticiaMartinsPinto@cuvox.de;54;517.599.996-60
7683;Letícia;Pinto;Platina;Rua Renoir 266;Cotia (São Paulo) - 06715-050;LeticiaMartinsPinto@gustr.com;45;863.063.789-79
7684;Letícia;Pinto;Platina;Rua Henedina Oliveira Bresler 1514;Campinas (São Paulo) - 13096-320;LeticiaAzevedoPinto@teleworm.us;63;835.481.823-30
7685;Letícia;Pinto;Platina;Avenida General Motors 1944;Sorocaba (São Paulo) - 18087-165;LeticiaCarvalhoPinto@armyspy.com;59;102.159.675-26
7686;Livia;Pinto;Platina;Rua Francisco Rodrigues do Monte 1972;Mossoró (Rio Grande do Norte) - 59619-770;LiviaRodriguesPinto@superrito.com;24;431.722.324-41
7687;Luan;Pinto;Platina;Rua Governador de Toledo 659;Francisco Morato (São Paulo) - 07911-320;LuanSilvaPinto@dayrep.com;80;866.959.149-90
7688;Luan;Pinto;Platina;Rua Val Porto 234;Rio Grande (Rio Grande do Sul) - 96202-700;LuanSilvaPinto@jourrapide.com;54;114.574.031-61
7689;Luan;Pinto;Platina;Rua Nove 1210;Paulista (Pernambuco) - 53409-410;LuanSantosPinto@fleckens.hu;24;681.155.387-10
7690;Luan;Pinto;Platina;Rua Aquidauana 771;Mesquita (Rio de Janeiro) - 26585-540;LuanCorreiaPinto@gustr.com;35;712.950.121-97
7691;Luana;Pinto;Platina;Rua Jacinto Gallo 1156;São José dos Campos (São Paulo) - 12233-521;LuanaRochaPinto@gustr.com;43;130.345.024-00
7692;Luana;Pinto;Platina;Rua Piracaia 1885;Santarém (Pará) - 68035-150;LuanaRibeiroPinto@armyspy.com;52;575.622.922-13
7693;Luana;Pinto;Platina;Avenida Paula Penteado 1666;Jundiaí (São Paulo) - 13201-018;LuanaMeloPinto@armyspy.com;61;524.541.507-00
7694;Luana;Pinto;Platina;Travessa Mangueiral 133;Rio de Janeiro (Rio de Janeiro) - 23042-193;LuanaRodriguesPinto@rhyta.com;53;632.868.033-32
7695;Luana;Pinto;Platina;Quadra CL 218 Bloco E 631;Santa Maria (Distrito Federal) - 72548-225;LuanaSousaPinto@einrot.com;30;298.898.792-04
7696;Luana;Pinto;Platina;Avenida Doutor Amin Simão 1773;São José dos Campos (São Paulo) - 12227-001;LuanaGomesPinto@gustr.com;79;814.629.533-95
7697;Luis;Pinto;Platina;Rua Raymundo Cravo 852;Juiz de Fora (Minas Gerais) - 36048-400;LuisCostaPinto@teleworm.us;43;268.052.314-85
